lat	lon	title	description	icon
36.1695353	-115.1426515	D Shop (inside the D Las Vegas Hotel Casino)	coinmap	coinmap.png
36.1661552402	-115.133773685	Family Food Market Las Vegas Bitcoin ATM	coinmap	coinmap.png
36.1704451	-115.141532	SynShop Hackerspace	coinmap	coinmap.png
36.169177	-115.1427878	RoboCoin BitCoin ATM Exchange Kiosk	coinmap	coinmap.png
36.1694379	-115.1413595	Slotzilla Zipline	coinmap	coinmap.png
36.165906	-115.138655	Las Vegas, NV Supercharger	supercharger	supercharger.png
46.0521771	14.4527082	Four Points by Sheraton Ljubljana Mons	coinmap	coinmap.png
46.052057	14.45315	Ljubljana Supercharger	supercharger	supercharger.png
42.2430579	-88.9809004	Rosati's Pizzeria	coinmap	coinmap.png
42.243893	-88.978895	Rockford, IL Supercharger	supercharger	supercharger.png
38.7734874	-121.2699012	Bitcoin ATM	coinmap	coinmap.png
38.771208	-121.266149	Roseville, CA Supercharger	supercharger	supercharger.png
47.7255585616	13.0633020401	Michael Resch	coinmap	coinmap.png
47.726601	13.060463	Salzburg Supercharger	supercharger	supercharger.png
22.2614346	114.129895	Bitspark Exchange and Remittance	coinmap	coinmap.png
22.2622308405	114.130815268	3Faktur HK Ldt.	coinmap	coinmap.png
22.26237	114.130487	Cyberport Supercharger	supercharger	supercharger.png
47.1937984	-114.8917333	Mineral Pharmacy	coinmap	coinmap.png
47.192149	-114.888901	Superior Supercharger	supercharger	supercharger.png
51.0099889	-118.2180204	Sandman Hotel Revelstoke	coinmap	coinmap.png
51.009594	-118.218857	Revelstoke, BC Supercharger	supercharger	supercharger.png
37.6096997	-97.3334334	La Fiesta	coinmap	coinmap.png
37.60878	-97.33314	Wichita Kansas Supercharger	supercharger	supercharger.png
30.6752052	-88.1195197	REEDS Jewelers - Bel Air Mall	coinmap	coinmap.png
30.671556	-88.118644	Mobile Supercharger	supercharger	supercharger.png
22.3726038414	114.116288424	Bitcoin ATM	coinmap	coinmap.png
22.368929	114.120542	Panda Place Supercharger	supercharger	supercharger.png
32.7179229387	-117.157752514	The Crypto Lawyers	coinmap	coinmap.png
32.7179729	-117.1578839	Pasha Law	coinmap	coinmap.png
32.7141993	-117.1599549	Logan Fairfax Law	coinmap	coinmap.png
32.7220795992	-117.160053849	Black + Deen LLP	coinmap	coinmap.png
32.7154106	-117.1590474	Algomatik - Mobile app development	coinmap	coinmap.png
32.7190764	-117.1613399	ZENTHREE - Web Design	coinmap	coinmap.png
32.71915	-117.159545	San Diego, CA - A Street Supercharger	supercharger	supercharger.png
22.3219317305	114.162626266	Too Free To Fail	coinmap	coinmap.png
22.32005	114.158158	Olympian City Supercharger	supercharger	supercharger.png
39.1498484222	-123.207882643	Ukiah Brewing Compay	coinmap	coinmap.png
39.1481	-123.208604	Ukiah Supercharger	supercharger	supercharger.png
37.6403646331	-118.966242671	Karrnage Sauce CO	coinmap	coinmap.png
37.644519	-118.965499	Mammoth Lakes Supercharger	supercharger	supercharger.png
45.5535319739	10.7881450653	Agrilegal	coinmap	coinmap.png
45.551212	10.787586	Affi Supercharger	supercharger	supercharger.png
32.3587473	-88.670772	REEDS Jewelers - Bonita Lakes Mall	coinmap	coinmap.png
32.35778	-88.671246	Meridian Supercharger	supercharger	supercharger.png
52.401037691	16.8944835663	Bitcoin Exchange Pozna	coinmap	coinmap.png
52.400227	16.893054	Poznan Supercharger	supercharger	supercharger.png
46.5305980997	15.6954073906	Guest house Hia Budja	coinmap	coinmap.png
46.53324785	15.69936633	Maribor Supercharger	supercharger	supercharger.png
38.35477	-81.6386319	Reeds Jewelers - Charleston Town Center	coinmap	coinmap.png
38.354715	-81.642809	Charleston, WV Supercharger	supercharger	supercharger.png
41.8819299	-87.6247089	Bert Green Fine Art	coinmap	coinmap.png
41.88651	-87.61972	Chicago, IL - North Columbus Drive Supercharger	supercharger	supercharger.png
25.4519937286	-80.4733085632	xChange Marketplace	coinmap	coinmap.png
25.456567	-80.474333	Florida City Supercharger	supercharger	supercharger.png
33.767091	-118.1923831	The BitPros	coinmap	coinmap.png
33.7700504	-118.1937395	Long Beach, CA	supercharger	supercharger.png
40.7205798	-73.9882961	1 Percent NYC	coinmap	coinmap.png
40.7203613	-73.9958453	Marmalade Vintage	coinmap	coinmap.png
40.7154852	-73.9899564	Xcubicle	coinmap	coinmap.png
40.7198423	-73.989198	Melt Bakery	coinmap	coinmap.png
40.717153	-73.991869	New York, NY - 59 Allen Street Supercharger	supercharger	supercharger.png
40.7818900115	-73.9758825302	Astro West Fine Minerals, Fossils, and Meteorites	coinmap	coinmap.png
40.780976	-73.980414	New York, NY - West 75th Street Supercharger	supercharger	supercharger.png
40.752392	-73.9734902	Awesomeness Reminders, LLC	coinmap	coinmap.png
40.753356	-73.971685	New York, NY - E 47th Street Supercharger	supercharger	supercharger.png
37.8679213174	-122.505648136	Farrell Architecture	coinmap	coinmap.png
37.868538	-122.5091404	Marin City, CA	supercharger	supercharger.png
19.4333087156	-99.1409951448	chamocell	coinmap	coinmap.png
19.432775	-99.139501	Mexico City, Mx	supercharger	supercharger.png
25.7678176987	-80.19279778	Bit Gift Shop	coinmap	coinmap.png
25.76768	-80.192467	Miami, FL - SW 7th Street Supercharger	supercharger	supercharger.png
43.0407955	-87.906093	Bad Genie	coinmap	coinmap.png
43.038487	-87.906497	Milwaukee, WI	supercharger	supercharger.png
44.9731202	-93.2737845	Slam Academy	coinmap	coinmap.png
44.975533	-93.270063	Minneapolis, MN	supercharger	supercharger.png
25.6595119	-100.3579516	Smile & Sense	coinmap	coinmap.png
25.659054	-100.354133	San Pedro Garza Garcia, NL Supercharger	supercharger	supercharger.png
29.9552478	-90.0671103	David's Antiques	coinmap	coinmap.png
29.9510658	-90.0715323	New Orleans, LA	supercharger	supercharger.png
45.4262379576	-75.6860375404	Remac Store	coinmap	coinmap.png
45.4293401	-75.6926952	Clock Tower Brew Pub	coinmap	coinmap.png
45.4274389457	-75.6901788712	Instacoin ATM - Kabab Prince	coinmap	coinmap.png
45.4293352	-75.6927624	BitAccess Bitcoin ATM	coinmap	coinmap.png
45.4264515	-75.6939621	http://www.themodernshop.ca/	coinmap	coinmap.png
45.426387	-75.690794	Ottawa, ON Supercharger	supercharger	supercharger.png
33.5082072	-112.02874	Arcui - IT Security Services	coinmap	coinmap.png
33.511837	-112.026803	Phoenix, AZ - East Camelback Road Supercharger	supercharger	supercharger.png
45.5225398	-122.6763546	Philip Kolba Counseling	coinmap	coinmap.png
45.5228714411	-122.673704624	Dante's	coinmap	coinmap.png
45.522632	-122.6729322	Kit Kat Club	coinmap	coinmap.png
45.5214864	-122.6808304	Fork Networking Inc	coinmap	coinmap.png
45.5193834982	-122.676290274	Rialto Poolroom & Bar	coinmap	coinmap.png
45.522814	-122.677692	Portland, OR	supercharger	supercharger.png
38.6364007	-121.4979308	AcademyX Computer Training	coinmap	coinmap.png
38.6378	-121.497172	Sacramento, CA Supercharger	supercharger	supercharger.png
36.7168706879	-121.658220291	Coinme Bitcoin ATM	coinmap	coinmap.png
36.715623	-121.653963	Salinas, CA Supercharger	supercharger	supercharger.png
29.5475225541	-98.5819476843	uBreakiFix	coinmap	coinmap.png
29.549102	-98.58109	San Antonio, TX Supercharger	supercharger	supercharger.png
37.7937533	-122.401105	Diana Graue, Licensed Acupuncturist	coinmap	coinmap.png
37.7921625	-122.4038197	Capitol Hill Consultants LLC	coinmap	coinmap.png
37.7944910874	-122.403890491	RockIT CoLabs	coinmap	coinmap.png
37.7937071	-122.4042094	Pacific Tradewinds Hostel	coinmap	coinmap.png
37.7956032	-122.4037065	Y.E.A.H. Clinic	coinmap	coinmap.png
37.790559	-122.4023821	Bamboo Asia	coinmap	coinmap.png
37.79696	-122.4021345	Humble Bundle	coinmap	coinmap.png
37.7897612	-122.4022864	Bamboo Asia	coinmap	coinmap.png
37.7948677	-122.403366	AcademyX Computer Training	coinmap	coinmap.png
37.7946398	-122.3952157	Over The Moon Ice Cream & Frozen Yogurt	coinmap	coinmap.png
37.7922062	-122.3981904	Raven Office Centers	coinmap	coinmap.png
37.793845	-122.4035253	Revestor	coinmap	coinmap.png
37.7945742	-122.3999445	San Francisco, CA - Financial District	supercharger	supercharger.png
37.75503	-122.4196802	Voila La Familia	coinmap	coinmap.png
37.7603071	-122.410907	San Francisco Auto Repair Center	coinmap	coinmap.png
37.7556925	-122.4167919	Urban Putt	coinmap	coinmap.png
37.7599694	-122.4110603	Insymmetry Wellness Spa	coinmap	coinmap.png
37.7623843	-122.414132	Zore Law	coinmap	coinmap.png
37.7592758	-122.4193031	Siegels Clothing Superstore & Tuxedos	coinmap	coinmap.png
37.7578714	-122.4192427	Mission Ink	coinmap	coinmap.png
37.7584011	-122.4188724	Nakamoto's	coinmap	coinmap.png
37.7587119	-122.4178384	20mission Hacker Hotel	coinmap	coinmap.png
37.7597849	-122.419008	Best Center Wholesale & Retail	coinmap	coinmap.png
37.7615474	-122.4108791	San Francisco Auto Repair Center	coinmap	coinmap.png
37.759912	-122.414951	San Francisco, CA - Mission	supercharger	supercharger.png
37.7809228	-122.4028627	Synergy Massage & Wellness	coinmap	coinmap.png
37.7795368	-122.4027239	Wood Thumb	coinmap	coinmap.png
37.7785189	-122.4056395	San Francisco, CA - SOMA	supercharger	supercharger.png
37.5668359	-122.3236961	Curry Up Now	coinmap	coinmap.png
37.5639149	-122.3255069	Hero City	coinmap	coinmap.png
37.5635155	-122.3249207	Draper University of Heroes	coinmap	coinmap.png
37.5633066632	-122.32586503	watchshopping	coinmap	coinmap.png
37.564246	-122.3239197	Edmond's Plaza Florist	coinmap	coinmap.png
37.5632033	-122.3246055	Draper University Hero Hangout	coinmap	coinmap.png
37.5640139	-122.3248094	Amicis East Coast Pizzeria	coinmap	coinmap.png
37.5629917	-122.3255254	San Mateo, CA	supercharger	supercharger.png
34.018135	-118.491346	Tiny Wren Press;The Flower Lab	coinmap	coinmap.png
34.0139474886	-118.49609971	Santa Monica Coworking	coinmap	coinmap.png
34.014763	-118.49364	Santa Monica, CA - Santa Monica Place Supercharger	supercharger	supercharger.png
38.6309308	-90.198457	Cafe di Organo	coinmap	coinmap.png
38.626831	-90.199419	St. Louis, MO	supercharger	supercharger.png
37.3780322	-122.0328367	Mac's Coins & Collectables	coinmap	coinmap.png
37.37339	-122.032893	Sunnyvale, CA - W. McKinley Ave Supercharger	supercharger	supercharger.png
43.6563178	-79.3841128	Toronto Coach Terminal	coinmap	coinmap.png
43.655596	-79.382963	Toronto, ON - Bay Street Supercharger	supercharger	supercharger.png
49.2836873	-123.1121284	Rocket Cases	coinmap	coinmap.png
49.2832518	-123.1128763	Decentral.Bangtown	coinmap	coinmap.png
49.2859187	-123.1173439	BodyComp Imaging	coinmap	coinmap.png
49.2851281	-123.1158768	Resource World Magazine Inc.	coinmap	coinmap.png
49.2832459565	-123.118232489	Canadian immigration & Citizenship Services	coinmap	coinmap.png
49.2844392093	-123.112342358	SFU Bookstore Vancouver	coinmap	coinmap.png
49.287778	-123.115489	Vancouver, BC - Burrard Street Supercharger	supercharger	supercharger.png
38.9045126	-77.0369921	EchoDitto	coinmap	coinmap.png
38.9098361076	-77.0384502411	Mr. Yogato	coinmap	coinmap.png
38.9023077	-77.0329583	FutureGen Capital	coinmap	coinmap.png
38.907219	-77.03651	Washington, DC	supercharger	supercharger.png
34.2420411	-77.83034	REEDS Jewelers - Mayfaire Town Center	coinmap	coinmap.png
34.240825	-77.829189	Wilmington Supercharger	supercharger	supercharger.png
50.591911337	5.84895908833	Htel Verviers - Van Der Valk	coinmap	coinmap.png
50.592323	5.848511	Verviers Supercharger	supercharger	supercharger.png
43.8557902341	18.4133005142	crypto.ba	coinmap	coinmap.png
43.855348	18.415682	Sarajevo	supercharger	supercharger.png
40.6367854272	22.9391151667	- 	coinmap	coinmap.png
40.6377294	22.9429404	Cartridgeworld Thessaloniki	coinmap	coinmap.png
40.6374815315	22.9374790192	Dastart allday cafe bar	coinmap	coinmap.png
40.6352181483	22.943315506	Ergobyte Informatics S.A.	coinmap	coinmap.png
40.639822	22.940877	Thessaloniki	supercharger	supercharger.png
56.5119646805	27.3291778564	Bitshop.lv	coinmap	coinmap.png
56.509473	27.331007	Rezekne	supercharger	supercharger.png
50.0408248328	21.9992637634	YourBetter.store	coinmap	coinmap.png
